Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Eve Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,0
Rita Purple,Music,FINAL_PRACTICAL_WORK,TP Final,Ej1,8
Nick Johnson,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Grace Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,4
Liam Orange,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Quincy White,Economics,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Dana Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Frank Teal,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,6
Grace Yellow,Chemistry,PRACTICAL_WORK,TP2,Ej3,6
Ivy White,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,9
Rita Pink,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,2
Jack Pink,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,6
Liam Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,8
Dana Azure,Biology,WRITTEN_EXAM,Examen Final,Ej10,3
Sam Green,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,2
Mona Brown,Mathematics,PRACTICAL_WORK,TP2,Ej1,6
Nick Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,0
Grace Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,0
Nick Indigo,Physics,PRACTICAL_WORK,TP1,Ej4,6
Liam Teal,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,8
Liam Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej6,1
Liam Beige,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,8
Liam Red,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,0
Grace Teal,Mathematics,PRACTICAL_WORK,TP1,Ej1,2
Paul Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Jack Purple,Computer Science,PRACTICAL_WORK,TP4,Ej1,4
Alice Orange,Economics,WRITTEN_EXAM,Examen Final,Ej2,9
Sam Magenta,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej1,3
Jack Teal,Geography,PRACTICAL_WORK,TP3,Ej3,7
Hank Gray,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej5,9
Mona Gray,English,WRITTEN_EXAM,Primer Parcial,Ej5,6
Frank Gray,English,WRITTEN_EXAM,Primer Parcial,Ej20,6
Ivy Davis,English,WRITTEN_EXAM,Primer Parcial,Ej15,8
Paul Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej14,4
Kelly Purple,Economics,WRITTEN_EXAM,Examen Final,Ej3,6
Grace Magenta,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,1
Grace Red,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,3
Olivia Brown,Physics,WRITTEN_EXAM,Examen Final,Ej6,2
Sam Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,8
Hank Blue,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,3
Kelly White,Art,PRACTICAL_WORK,TP2,Ej1,9
Alice White,Chemistry,PRACTICAL_WORK,TP2,Ej3,7
Rita Violet,Art,PRACTICAL_WORK,TP7,Ej1,3
Hank Magenta,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,7
Rita Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Rita Azure,Computer Science,PRACTICAL_WORK,TP2,Ej1,5
Paul Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,1
Eve Azure,Mathematics,PRACTICAL_WORK,TP2,Ej3,7
Eve Orange,Geography,FINAL_PRACTICAL_WORK,TP3,Ej7,9
Olivia Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej8,3
Grace Azure,Physics,WRITTEN_EXAM,Examen Final,Ej4,6
Paul Magenta,Music,PRACTICAL_WORK,TP10,Ej1,1
Kelly Teal,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,1
Kelly Red,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,8
Kelly Blue,Geography,PRACTICAL_WORK,TP1,Ej1,5
Jack Magenta,English,WRITTEN_EXAM,Segundo Parcial,Ej14,1
Paul Purple,Biology,WRITTEN_EXAM,Primer Parcial,Ej5,2
Liam Azure,Music,PRACTICAL_WORK,TP9,Ej1,5
Frank Davis,English,WRITTEN_EXAM,Primer Parcial,Ej2,6
Paul Teal,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej4,9
Quincy Gray,Music,PRACTICAL_WORK,TP2,Ej1,6
Rita Davis,English,WRITTEN_EXAM,Primer Parcial,Ej2,6
Alice Cyan,English,WRITTEN_EXAM,Primer Parcial,Ej17,3
Dana Green,Geography,PRACTICAL_WORK,TP2,Ej5,7
Liam Green,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,4
Olivia Indigo,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,2
Paul Green,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,5
Bob White,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,6
Sam Indigo,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,3
Frank Indigo,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,3
Bob Beige,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,8
Kelly White,Geography,PRACTICAL_WORK,TP4,Ej1,3
Grace Gray,Art,PRACTICAL_WORK,TP2,Ej1,1
Eve Red,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,9
Paul Green,English,WRITTEN_EXAM,Segundo Parcial,Ej17,1
Dana Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,2
Ivy White,Biology,WRITTEN_EXAM,Examen Final,Ej7,9
Sam Teal,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej3,3
Ivy Teal,Music,PRACTICAL_WORK,TP8,Ej1,1
Charlie Black,Philosophy,ORAL_EXAM,Examen Final,Ej1,2
Liam Purple,Mathematics,PRACTICAL_WORK,TP1,Ej2,7
Eve Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Paul Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,6
Kelly Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,5
Kelly Red,Physics,WRITTEN_EXAM,Examen Final,Ej7,3
Mona Gray,Music,PRACTICAL_WORK,TP1,Ej1,4
Sam Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,3
Grace Magenta,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Jack Indigo,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Liam Pink,Biology,WRITTEN_EXAM,Examen Final,Ej10,3
Ivy Violet,Music,PRACTICAL_WORK,TP4,Ej1,3
Jack Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej10,10
Nick Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej9,3
Paul Violet,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,10
Alice Indigo,Economics,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Dana Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,8
Liam Beige,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,9
Charlie Teal,Chemistry,PRACTICAL_WORK,TP2,Ej1,7
Ivy Magenta,English,WRITTEN_EXAM,Primer Parcial,Ej18,8
Nick Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,6
Dana Johnson,Chemistry,PRACTICAL_WORK,TP1,Ej2,3
Nick Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej4,9
Liam Brown,English,WRITTEN_EXAM,Primer Parcial,Ej3,5
Mona Orange,Computer Science,PRACTICAL_WORK,TP2,Ej1,8
Jack Brown,Biology,WRITTEN_EXAM,Primer Parcial,Ej3,7
Charlie Yellow,Economics,WRITTEN_EXAM,Primer Parcial,Ej7,4
Frank Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,0
Frank Green,English,WRITTEN_EXAM,Primer Parcial,Ej16,1
Ivy Azure,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,7
Rita Blue,Music,PRACTICAL_WORK,TP6,Ej1,3
Eve Indigo,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,8
Paul Cyan,Geography,PRACTICAL_WORK,TP1,Ej1,2
Mona Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej7,8
Bob Orange,Mathematics,PRACTICAL_WORK,TP2,Ej2,1
Sam Magenta,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,1
Bob Beige,English,WRITTEN_EXAM,Segundo Parcial,Ej18,0
Paul Gray,Art,PRACTICAL_WORK,TP1,Ej1,3
Grace Blue,Art,PRACTICAL_WORK,TP9,Ej1,4
Rita Gray,English,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Liam Beige,English,WRITTEN_EXAM,Segundo Parcial,Ej15,6
Grace Violet,Art,PRACTICAL_WORK,TP5,Ej1,9
Olivia Cyan,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,1
Liam Johnson,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,9
Sam Beige,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,5
Olivia Violet,Geography,PRACTICAL_WORK,TP3,Ej4,3
Rita Green,Biology,WRITTEN_EXAM,Examen Final,Ej3,0
Sam Black,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej3,7
Paul Green,Geography,WRITTEN_EXAM,Examen Final,Ej1,2
Hank Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej5,3
Hank Beige,Biology,WRITTEN_EXAM,Segundo Parcial,Ej9,1
Grace Johnson,History,WRITTEN_EXAM,Primer Parcial,Ej1,7
Quincy Brown,Geography,WRITTEN_EXAM,Examen Final,Ej9,3
Rita Pink,Biology,WRITTEN_EXAM,Examen Final,Ej3,8
Nick Orange,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,10
Kelly Azure,Geography,PRACTICAL_WORK,TP1,Ej3,3
Bob Yellow,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,1
Nick Red,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Olivia Blue,Geography,WRITTEN_EXAM,Examen Final,Ej10,3
Eve Green,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,7
Quincy Azure,Physics,WRITTEN_EXAM,Examen Final,Ej7,7
Quincy Brown,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej8,8
Liam Blue,Physics,WRITTEN_EXAM,Examen Final,Ej5,4
Kelly Blue,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej8,5
Mona Pink,Geography,FINAL_PRACTICAL_WORK,TP3,Ej2,1
Bob Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,5
Paul Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej18,6
Mona White,Economics,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Dana Yellow,Physics,WRITTEN_EXAM,Examen Final,Ej9,8
Alice Green,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,10
Rita Violet,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,8
Olivia Violet,Economics,WRITTEN_EXAM,Primer Parcial,Ej1,7
Charlie Red,Physics,PRACTICAL_WORK,TP1,Ej5,6
Jack Brown,Geography,PRACTICAL_WORK,TP3,Ej5,1
Dana Davis,Geography,PRACTICAL_WORK,TP1,Ej2,2
Quincy Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,5
Ivy Brown,Biology,WRITTEN_EXAM,Primer Parcial,Ej3,2
Rita Indigo,Physics,PRACTICAL_WORK,TP2,Ej2,2
Paul Blue,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej10,1
Mona Azure,Economics,WRITTEN_EXAM,Examen Final,Ej9,7
Eve Gray,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,3
Paul Violet,Sociology,ORAL_EXAM,Primer Parcial,Ej1,8
Dana Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,0
Paul Johnson,Physics,WRITTEN_EXAM,Examen Final,Ej5,1
Liam Yellow,Geography,PRACTICAL_WORK,TP1,Ej1,4
Alice Yellow,Geography,WRITTEN_EXAM,Examen Final,Ej10,4
Jack Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,7
Bob Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej2,3
Olivia Black,Mathematics,PRACTICAL_WORK,TP2,Ej5,8
Quincy Green,Music,PRACTICAL_WORK,TP10,Ej1,9
Dana Gray,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,2
Kelly Teal,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,4
Ivy Black,Physics,PRACTICAL_WORK,TP2,Ej1,8
Sam Green,Geography,FINAL_PRACTICAL_WORK,TP3,Ej7,1
Hank Pink,Computer Science,PRACTICAL_WORK,TP4,Ej1,3
Hank Magenta,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,9
Quincy Gray,Statistics,WRITTEN_EXAM,Examen Final,Ej10,7
Grace Gray,English,WRITTEN_EXAM,Segundo Parcial,Ej18,0
Quincy Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej20,8
Sam Cyan,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,1
Frank Davis,Computer Science,PRACTICAL_WORK,TP1,Ej1,6
Alice Black,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej1,5
Eve Purple,Physics,PRACTICAL_WORK,TP2,Ej1,1
Hank Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej2,5
Nick Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej3,10
Nick Violet,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,3
Sam Green,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,0
Hank Green,English,WRITTEN_EXAM,Segundo Parcial,Ej10,6
Kelly Red,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Paul Gray,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,3
Paul White,Computer Science,PRACTICAL_WORK,TP7,Ej1,5
Ivy Violet,Physics,PRACTICAL_WORK,TP1,Ej3,0
Eve Davis,English,WRITTEN_EXAM,Primer Parcial,Ej18,2
Sam White,Physics,WRITTEN_EXAM,Examen Final,Ej5,4
Jack Cyan,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,1
Sam Orange,Economics,WRITTEN_EXAM,Examen Final,Ej8,1
Ivy Cyan,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,2
Bob White,Biology,WRITTEN_EXAM,Examen Final,Ej2,3
Quincy Green,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej3,3
Charlie Gray,Economics,WRITTEN_EXAM,Examen Final,Ej9,7
Mona Green,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,6
Charlie Cyan,Biology,WRITTEN_EXAM,Primer Parcial,Ej4,2
Hank Magenta,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,0
Ivy Green,Economics,WRITTEN_EXAM,Segundo Parcial,Ej7,1
Paul Magenta,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,2
Ivy Magenta,English,ORAL_EXAM,Examen Final,Ej1,6
Kelly Cyan,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,7
Mona Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej19,2
Jack Purple,English,WRITTEN_EXAM,Segundo Parcial,Ej14,3
Charlie White,English,WRITTEN_EXAM,Primer Parcial,Ej1,1
Quincy Red,Geography,FINAL_PRACTICAL_WORK,TP3,Ej9,3
Paul Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej15,8
Frank Purple,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej1,3
Quincy Davis,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,2
Frank Blue,Computer Science,PRACTICAL_WORK,TP8,Ej1,0
Dana Beige,Geography,PRACTICAL_WORK,TP1,Ej3,4
Ivy Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,7
Jack White,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,5
Ivy White,Biology,WRITTEN_EXAM,Examen Final,Ej5,2
Mona Green,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,3
Liam Gray,English,WRITTEN_EXAM,Primer Parcial,Ej8,2
Olivia Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,4
Jack White,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,9
Quincy Brown,Statistics,WRITTEN_EXAM,Examen Final,Ej8,6
Jack Purple,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,5
Frank Indigo,Statistics,WRITTEN_EXAM,Examen Final,Ej7,3
Frank Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,6
Eve Gray,Art,PRACTICAL_WORK,TP1,Ej1,9
Charlie Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,0
Liam Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej18,2
Frank Pink,Philosophy,ORAL_EXAM,Examen Final,Ej1,9
Alice Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,2
Alice Blue,Music,PRACTICAL_WORK,TP1,Ej1,2
Mona Black,Biology,WRITTEN_EXAM,Examen Final,Ej9,3
Grace Black,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,5
Ivy Cyan,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,2
Olivia Indigo,Physics,WRITTEN_EXAM,Segundo Parcial,Ej6,10
Jack Beige,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,3
Paul Purple,Psychology,ORAL_EXAM,Primer Parcial,Ej1,8
Hank Pink,Music,PRACTICAL_WORK,TP1,Ej1,1
Ivy Violet,Biology,WRITTEN_EXAM,Examen Final,Ej7,5
Dana Indigo,Mathematics,PRACTICAL_WORK,TP2,Ej4,9
Bob Brown,Statistics,WRITTEN_EXAM,Examen Final,Ej5,3
Eve Blue,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,3
Grace Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,2
Kelly Indigo,History,WRITTEN_EXAM,Examen Final,Ej1,8
Mona Cyan,Geography,FINAL_PRACTICAL_WORK,TP3,Ej9,2
Rita Indigo,Geography,PRACTICAL_WORK,TP3,Ej1,4
Jack Violet,English,WRITTEN_EXAM,Segundo Parcial,Ej16,8
Sam Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej7,3
Mona Blue,Geography,PRACTICAL_WORK,TP1,Ej2,9
Ivy Violet,English,WRITTEN_EXAM,Segundo Parcial,Ej15,2
Eve Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej14,5
Frank Black,Music,PRACTICAL_WORK,TP10,Ej1,4
Eve Indigo,Physics,PRACTICAL_WORK,TP1,Ej4,3
Alice Davis,Mathematics,PRACTICAL_WORK,TP1,Ej3,5
Mona Black,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,8
Frank Cyan,Biology,WRITTEN_EXAM,Examen Final,Ej2,7
Mona Davis,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Ivy Teal,Physics,WRITTEN_EXAM,Examen Final,Ej9,1
Liam Red,Music,ORAL_EXAM,Examen Final,Ej1,8
Grace Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej9,9
Ivy Black,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,10
Nick Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,6
Rita Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,6
Liam Orange,Computer Science,PRACTICAL_WORK,TP7,Ej1,6
Hank Red,Geography,FINAL_PRACTICAL_WORK,TP3,Ej8,3
Rita White,Economics,WRITTEN_EXAM,Examen Final,Ej5,6
Kelly Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej6,6
Liam Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej8,9
Bob Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej11,8
Bob Yellow,Statistics,WRITTEN_EXAM,Examen Final,Ej7,10
Grace Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej18,8
Kelly Magenta,Music,PRACTICAL_WORK,TP8,Ej1,5
Olivia Violet,Geography,WRITTEN_EXAM,Examen Final,Ej7,8
Grace Pink,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,7
Alice Azure,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,6
Rita Black,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,10
Hank Teal,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,4
Rita Azure,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,8
Eve Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej1,1
Alice Green,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,10
Quincy Davis,English,WRITTEN_EXAM,Primer Parcial,Ej17,8
Frank Azure,Computer Science,PRACTICAL_WORK,TP3,Ej1,1
Grace Orange,Economics,WRITTEN_EXAM,Segundo Parcial,Ej3,7
Eve Pink,Economics,WRITTEN_EXAM,Segundo Parcial,Ej8,9
Kelly White,Statistics,WRITTEN_EXAM,Examen Final,Ej5,6
Kelly Beige,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,2
Kelly Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej2,5
Kelly Magenta,Chemistry,PRACTICAL_WORK,TP1,Ej2,8
Liam Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Hank Indigo,Geography,WRITTEN_EXAM,Examen Final,Ej5,3
Charlie Pink,English,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Olivia Teal,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Bob Pink,Computer Science,PRACTICAL_WORK,TP1,Ej1,9
Olivia Indigo,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,5
Hank Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,2
Alice Brown,Chemistry,PRACTICAL_WORK,TP1,Ej2,1
Nick Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,8
Frank Johnson,Chemistry,PRACTICAL_WORK,TP1,Ej2,0
Grace Blue,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Frank Violet,Economics,WRITTEN_EXAM,Examen Final,Ej1,2
Paul Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,3
Grace Brown,Geography,PRACTICAL_WORK,TP4,Ej2,3
Nick Johnson,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,1
Olivia Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej1,8
Eve Blue,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,4
Nick Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Bob Azure,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Quincy White,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,9
Dana Purple,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Olivia Red,English,WRITTEN_EXAM,Segundo Parcial,Ej10,1
Nick Teal,Computer Science,PRACTICAL_WORK,TP1,Ej1,5
Liam Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej10,1
Bob Black,Geography,PRACTICAL_WORK,TP1,Ej4,9
Liam Green,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,2
Grace Gray,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,3
Frank Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,6
Frank Gray,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Frank Johnson,Geography,PRACTICAL_WORK,TP2,Ej5,4
Frank Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej3,8
Charlie Orange,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,4
Frank Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,8
Mona Gray,English,WRITTEN_EXAM,Segundo Parcial,Ej7,1
Frank Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej10,8
Ivy Magenta,Biology,WRITTEN_EXAM,Segundo Parcial,Ej6,7
Frank Brown,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,4
Nick Gray,Geography,FINAL_PRACTICAL_WORK,TP3,Ej3,1
Kelly Beige,Statistics,WRITTEN_EXAM,Examen Final,Ej1,0
Paul Beige,English,WRITTEN_EXAM,Primer Parcial,Ej12,10
Frank White,English,WRITTEN_EXAM,Segundo Parcial,Ej19,9
Kelly Cyan,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej9,6
Paul Davis,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Dana Blue,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,9
Charlie Beige,Sociology,ORAL_EXAM,Examen Final,Ej1,2
Grace Black,History,WRITTEN_EXAM,Examen Final,Ej1,2
Frank Johnson,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,10
Liam Brown,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,7
Alice Blue,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Kelly Gray,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,7
Quincy Orange,Art,PRACTICAL_WORK,TP5,Ej1,4
Ivy Davis,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej10,5
Alice Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,6
Frank Indigo,Art,PRACTICAL_WORK,TP7,Ej1,8
Paul Black,Physics,WRITTEN_EXAM,Examen Final,Ej7,7
Olivia Violet,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,2
Olivia White,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,3
Frank Pink,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Frank White,Statistics,WRITTEN_EXAM,Examen Final,Ej2,2
Paul Pink,Geography,WRITTEN_EXAM,Examen Final,Ej1,2
Nick Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,0
Ivy Johnson,Mathematics,PRACTICAL_WORK,TP3,Ej5,7
Nick Red,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Olivia Black,Physics,WRITTEN_EXAM,Examen Final,Ej5,3
Nick Beige,Physics,PRACTICAL_WORK,TP1,Ej3,2
Eve Brown,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Frank Violet,Psychology,ORAL_EXAM,Examen Final,Ej1,0
Olivia Yellow,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,3
Alice Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,6
Sam Cyan,Mathematics,PRACTICAL_WORK,TP3,Ej1,8
Nick Davis,English,WRITTEN_EXAM,Primer Parcial,Ej5,7
Eve Red,Computer Science,PRACTICAL_WORK,TP1,Ej1,3
Frank Johnson,Geography,PRACTICAL_WORK,TP2,Ej4,6
Bob Teal,Geography,PRACTICAL_WORK,TP2,Ej2,9
Sam Pink,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,2
Ivy Cyan,Geography,PRACTICAL_WORK,TP3,Ej1,8
Olivia Pink,Chemistry,WRITTEN_EXAM,Examen Final,Ej3,8
Dana Beige,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,5
Quincy Johnson,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,8
Sam Red,Physics,PRACTICAL_WORK,TP2,Ej3,5
Mona Yellow,Statistics,WRITTEN_EXAM,Examen Final,Ej1,2
